Alanyl-tRNA synthetases (EC 6.1.1.7)
Class: II
3D known: Yes

SYA1_LACP7  (A9KMW7)    , SYA2_LACP7  (A9KLZ5)    , SYAC_BOMMO  (P21894)    ,
SYK_COXBN   (A9KEG1)    , SYK_COXBR   (A9NBP7)    , SYK_COXBU   (Q83E97)    ,
SYK_CRIGR   (P37879)    , SYK_CROS8   (A7MR65)    , SYK_CUPMC   (Q1LPK6)    ,
SYK_CUPNH   (Q0KCG3)    , SYK_CUPPJ   (Q473I5)    , SYK_CUPTR   (B3R478)    ,
SYK_DECAR   (Q47C53)    , SYK_DEHM1   (Q3Z8X9)    , SYK_DEHMB   (A5FRN5)    ,
SYK_DEHMC   (Q3ZWX9)    , SYK_DEIRA   (Q9RXE1)    , SYK_DICNV   (A5EY50)    ,
SYK_EDWI9   (C5BAR6)    , SYK_ENT38   (A4WE42)    , SYK_ENTFA   (Q839A8)    ,
SYK_ERWT9   (B2VF45)    , SYK_FERNB   (A7HM68)    , SYK_FUSNN   (Q8RG52)    ,
SYK_GEOSE   (Q9RHV9)    , SYK_GLOVI   (Q7NG18)    , SYK_HAEDU   (Q7VLU5)    ,
SYK_HAEI8   (Q4QL88)    , SYK_HAEIE   (A5UCQ0)    , SYK_HAEIG   (A5UIX4)    ,
SYK_HAEIN   (P43825)    , SYK_HAHCH   (Q2SL47)    , SYK_HALH5   (Q9KGG4)    ,
SYK_HALMA   (Q5UXX4)    , SYK_HALSA   (Q9HNN7)    , SYK_HELAH   (Q17YS1)    ,
SYK_HELHP   (Q7VFL0)    , SYK_HELP2   (B6JPT1)    , SYK_HELPG   (B5Z9V6)    ,
SYK_HELPH   (Q1CUX6)    , SYK_HELPJ   (Q9ZMP8)    , SYK_HELPS   (B2US13)    ,
SYK_HELPY   (P56126)    , SYK_HERA2   (A9B5T5)    , SYK_HERAR   (A4G778)    ,
SYK_HISS2   (B0URW9)    , SYK_HUMAN   (Q15046)    , SYK_IDILO   (Q5QYV9)    ,
SYK_JANMA   (A6SXF3)    , SYK_KINRD   (A6W5H6)    , SYK_LACLA   (Q9CII7)    ,
SYK_LACLM   (A2RIA0)    , SYK_LACLS   (Q031U8)    , SYK_LACPL   (Q88Z28)    ,
SYK_LARHH   (C1DB68)    , SYK_LATSS   (Q38V83)    , SYK_LEGPA   (Q5X4D5)    ,
SYK_LEGPC   (A5ICT2)    , SYK_LEGPH   (Q5ZUL6)    , SYK_LEGPL   (Q5WVS0)    ,
SYK_LEPBJ   (Q04SM4)    , SYK_LEPBL   (Q050Q1)    , SYK_LEPIC   (Q72R38)    ,
SYK_LEPIN   (Q8F4P5)    , SYK_LEUCK   (B1MVJ0)    , SYK_LEUMM   (Q03Z44)    ,
SYK_LIMF3   (B2GA78)    , SYK_LISIN   (Q92F47)    , SYK_LISMF   (Q724I4)    ,
SYK_LISMO   (Q8YAB8)    , SYK_LISW6   (A0AF28)    , SYK_LYSSC   (B1HSY5)    ,
SYK_MAGMM   (A0L6F7)    , SYK_MALP2   (Q8EUS8)    , SYK_MANSM   (Q65SB0)    ,
SYK_MESH7   (Q4A8F8)    , SYK_MESHJ   (Q4AAC7)    , SYK_MESM1   (Q6KIP6)    ,
SYK_META1   (B3PNH7)    , SYK_METBA   (Q9C4B7)    , SYK_METBF   (Q46CD2)    ,
SYK_METFK   (Q1H372)    , SYK_METH1   (P46191)    , SYK_METHJ   (Q2FSN8)    ,
SYK_METJA   (Q57959)    , SYK_METKA   (Q8TWP6)    , SYK_METMI   (P0CW66)    ,
SYK_METMJ   (A3CY14)    , SYK_METMP   (P0CW67)    , SYK_METPP   (A2SDC3)    ,
SYK_METST   (Q2NHG8)    , SYK_METTH   (O27585)    , SYK_MOOTA   (Q2RM49)    ,
SYK_MOUSE   (Q99MN1)    , SYK_MYCBP   (A1KPT4)    , SYK_MYCBT   (C1AI57)    ,
SYK_MYCCT   (Q2SR35)    , SYK_MYCFP   (Q49158)    , SYK_MYCGA   (Q7NC34)    ,
SYK_MYCGE   (P47382)    , SYK_MYCGI   (A4T5M9)    , SYK_MYCLE   (P46861)    ,
SYK_MYCMS   (Q6MUG2)    , SYK_MYCPN   (P75500)    , SYK_MYCS5   (Q4A5F3)    ,
SYK_MYCTA   (A5U8S4)    , SYK_NATPD   (Q3IRL7)    , SYK_NEIG1   (Q5F6U2)    ,
SYK_NEIG2   (B4RP57)    , SYK_NEIMA   (Q9JTT7)    , SYK_NEIMB   (Q9JYU6)    ,
SYK_NEIMF   (A1KUN1)    , SYK_NITEU   (Q82SH1)    , SYK_NOSP7   (B2J384)    ,
SYK_NOSS1   (Q8YPW9)    , SYK_OCEIH   (Q8EU10)    , SYK_ONYPE   (Q6YPY6)    ,
SYK_ORYSJ   (Q6F2U9)    , SYK_PARD8   (A6L8C6)    , SYK_PARMW   (Q7U9X5)    ,
SYK_PARP8   (B2JIY1)    , SYK_PARPJ   (B2SXV7)    , SYK_PARXL   (Q13WZ5)    ,
SYK_PASMU   (P57822)    , SYK_PECAS   (Q6D945)    , SYK_PECCP   (C6D8Z6)    ,
SYK_PEDPA   (Q03E09)    , SYK_PELPB   (B4SB22)    , SYK_PELTS   (A5D5Q4)    ,
SYK_PHOLL   (Q7N1C8)    , SYK_PHOPR   (Q6LUN2)    , SYK_PHOV8   (A6L7P5)    ,
SYK_PHYAS   (B1VA97)    , SYK_PICTO   (Q6L1V1)    , SYK_POLAQ   (A4SYX2)    ,
SYK_POLNS   (B1XTS4)    , SYK_PORG3   (B2RJY1)    , SYK_PORGI   (Q7MUV7)    ,
SYK_PROM0   (A3PFA8)    , SYK_PROM2   (A8G7C4)    , SYK_PROM3   (A2C629)    ,
SYK_PROM4   (A9BD62)    , SYK_PROM5   (A2BZ03)    , SYK_PROM9   (Q318C3)    ,
SYK_PROMA   (Q7V9Q0)    , SYK_PROMH   (B4F0M6)    , SYK_PROMM   (Q7U3A4)    ,
SYK_PROMP   (Q7UZP0)    , SYK_PSE14   (Q48F26)    , SYK_PSEA7   (A6V187)    ,
SYK_PSEA8   (B7V0Z5)    , SYK_PSEAB   (Q02RH2)    , SYK_PSEAE   (Q9HXU0)    ,
SYK_PSEE4   (Q1IDW1)    , SYK_PSEF5   (Q4KHL4)    , SYK_PSELT   (A8F4K1)    ,
SYK_PSEMY   (A4XXQ6)    , SYK_PSEP1   (A5W890)    , SYK_PSEPF   (Q3KHF3)    ,
SYK_PSEPG   (B0KRL5)    , SYK_PSEPK   (Q88MS3)    , SYK_PSEPW   (B1JD39)    ,
SYK_PSESM   (Q886S6)    , SYK_PSEU2   (Q4ZWW0)    , SYK_PSYA2   (Q4FSV2)    ,
SYK_PSYCK   (Q1QAW5)    , SYK_PSYIN   (A1T047)    , SYK_PSYWF   (A5WFG0)    ,
SYK_PYRAB   (Q9V270)    , SYK_PYRFU   (Q8U4F3)    , SYK_PYRHO   (O57963)    ,
SYK_RALN1   (Q8Y0L5)    , SYK_RALPJ   (B2U8U9)    , SYK_RAT     (Q5XIM7)    ,
SYK_RHIE6   (B3Q0S4)    , SYK_RHIEC   (Q2K424)    , SYK_RHIJ3   (Q1MBK9)    ,
SYK_RHILO   (Q98BC8)    , SYK_RHILW   (B5ZQW5)    , SYK_RHIME   (O87821)    ,
SYK_RICAE   (C3PN86)    , SYK_RICAH   (A8GN71)    , SYK_RICB8   (A8GVK6)    ,
SYK_RICBR   (Q1RI62)    , SYK_RICCK   (A8EZ69)    , SYK_RICCN   (Q92IB5)    ,
SYK_RICFE   (Q4ULZ0)    , SYK_RICM5   (A8F1D8)    , SYK_RICPR   (Q9ZDF8)    ,
SYK_RICPU   (C4K2E4)    , SYK_RICRO   (B0BX92)    , SYK_RICRS   (A8GRT7)    ,
SYK_RICTY   (Q68X04)    , SYK_ROSCS   (A7NFC6)    , SYK_ROSDO   (Q16AV0)    ,
SYK_ROSS1   (A5UPG6)    , SYK_RUTMC   (A1AWN8)    , SYK_SACS2   (P95970)    ,
SYK_SALA4   (B5F5G4)    , SYK_SALAR   (A9MRI4)    , SYK_SALCH   (Q57K76)    ,
SYK_SALDC   (B5FUF3)    , SYK_SALEP   (B5QXG7)    , SYK_SALG2   (B5RE01)    ,
SYK_SALHS   (B4TGW0)    , SYK_SALNS   (B4T535)    , SYK_SALPA   (Q5PL30)    ,
SYK_SALPB   (A9N3L6)    , SYK_SALPC   (C0PY12)    , SYK_SALPK   (B5BFK5)    ,
SYK_SALSV   (B4TUQ8)    , SYK_SERP5   (A8GIP4)    , SYK_SHEAM   (A1S9M3)    ,
SYK_SHEB5   (A3D0Y5)    , SYK_SHEB8   (A6WS29)    , SYK_SHEB9   (A9L1I0)    ,
SYK_SHEDO   (Q12JH2)    , SYK_SHEFN   (Q087X1)    , SYK_SHEHH   (B0TTP2)    ,
SYK_SHELP   (A3QB36)    , SYK_SHEON   (Q8EI58)    , SYK_SHEPA   (A8H0J7)    ,
SYK_SHEPC   (A4Y9X9)    , SYK_SHEPW   (B8CU98)    , SYK_SHESA   (A0L0F1)    ,
SYK_SHESH   (A8FRH9)    , SYK_SHESM   (Q0HM10)    , SYK_SHESR   (Q0HRS5)    ,
SYK_SHESW   (A1RGF1)    , SYK_SHEWM   (B1KFR7)    , SYK_SHIB3   (B2U0Q7)    ,
SYK_SHIBS   (Q31WF2)    , SYK_SHIDS   (Q32BV3)    , SYK_SHIF8   (Q0T106)    ,
SYK_SHOC1   (Q5WLU5)    , SYK_SINMW   (A6UDA0)    , SYK_SODGM   (Q2NRG1)    ,
SYK_SOLLC   (Q43776)    , SYK_STAA1   (A7WYS8)    , SYK_STAA3   (Q2FJC3)    ,
SYK_STAA8   (Q2G0Q3)    , SYK_STAAB   (Q2YVW8)    , SYK_STAAC   (Q5HIF7)    ,
SYK_STAAM   (P67609)    , SYK_STAAN   (P67610)    , SYK_STAAR   (Q6GJF4)    ,
SYK_STAAS   (Q6GBX1)    , SYK_STAAU   (Q53638)    , SYK_STAAW   (Q8NXZ0)    ,
SYK_STAEQ   (Q5HRN7)    , SYK_STAES   (Q8CQV5)    , SYK_STAHJ   (Q4L3H5)    ,
SYK_STAS1   (Q49V26)    , SYK_STRA1   (Q3K1V5)    , SYK_STRA3   (Q8E656)    ,
SYK_STRA5   (Q8E0I1)    , SYK_STRCO   (Q9X895)    , SYK_STRGC   (A8AW92)    ,
SYK_STRMU   (Q8DUW8)    , SYK_STRP1   (Q9A0V7)    , SYK_STRP2   (Q04LI2)    ,
SYK_STRP3   (P0DG46)    , SYK_STRP4   (B5E317)    , SYK_STRP6   (Q5XD62)    ,
SYK_STRP8   (Q8P1X6)    , SYK_STRPG   (A2RFR7)    , SYK_STRPI   (B1IAN6)    ,
SYK_STRPN   (Q97RS9)    , SYK_STRPQ   (P0DG47)    , SYK_STRPS   (B2IN95)    ,
SYK_STRPZ   (B5XKG9)    , SYK_STRR6   (Q8CWS5)    , SYK_STRS2   (A4VZY0)    ,
SYK_STRSV   (A3CP17)    , SYK_STRSY   (A4VTP6)    , SYK_STRTD   (Q03LD3)    ,
SYK_SULAC   (Q4JCI5)    , SYK_SYNE7   (Q31KH4)    , SYK_SYNP6   (Q5N1D9)    ,
SYK_SYNPW   (A5GI38)    , SYK_SYNR3   (A5GQ58)    , SYK_SYNS3   (Q0IDW9)    ,
SYK_SYNS9   (Q3B0J9)    , SYK_SYNSC   (Q3ANE6)    , SYK_SYNWW   (Q0B0N3)    ,
SYK_SYNY3   (P73443)    , SYK_TERTT   (C5BRM0)    , SYK_THEAB   (B7ID87)    ,
SYK_THEAC   (P57677)    , SYK_THEKO   (Q5JHQ3)    , SYK_THEM4   (A6LMS4)    ,
SYK_THEMA   (Q9X231)    , SYK_THEP1   (A5ILE6)    , SYK_THEP3   (B0KCE4)    ,
SYK_THEPX   (B0K5C0)    , SYK_THESQ   (B1LAX6)    , SYK_THET2   (Q72JT9)    ,
SYK_THET8   (Q5SJG7)    , SYK_THETH   (P41255)    , SYK_THEVB   (Q8DMA9)    ,
SYK_THEVO   (Q979B8)    , SYK_THIDA   (Q3SKD9)    , SYK_THISH   (B8GRJ2)    ,
SYK_TOLAT   (C4LCP0)    , SYK_TREPA   (O83650)    , SYK_TRIV2   (Q3M8C8)    ,
SYK_UREP2   (B1AI47)    , SYK_UREPA   (Q9PR83)    , SYK_UREU1   (B5ZAP2)    ,
SYK_VARPS   (C5CSG3)    , SYK_VESOH   (A5CWL4)    , SYK_VIBC1   (A7MXL2)    ,
SYK_VIBCH   (Q9KU60)    , SYK_VIBPA   (Q87SB1)    , SYK_VIBVU   (Q8DEQ9)    ,
SYK_VIBVY   (Q7MNP6)    , SYK_WIGBR   (Q8D2B3)    , SYK_WOLSU   (Q7MAR1)    ,
SYK_XANAC   (Q8PLC6)    , SYK_XANC5   (Q3BUB6)    , SYK_XANC8   (Q4UU84)    ,
SYK_XANCB   (B0RSQ8)    , SYK_XANCP   (Q9L3G6)    , SYK_XANOM   (Q2P1U6)    ,
SYK_XANOP   (B2SV97)    , SYK_XYLF2   (B2I848)    , SYK_XYLFA   (Q9PEB6)    ,
SYK_XYLFM   (B0U572)    , SYK_XYLFT   (Q87EB3)    , SYK_YERE8   (A1JPL4)    ,
SYK_YERP3   (A7FF39)    , SYK_YERPA   (Q1CB23)    , SYK_YERPB   (B2K0N6)    ,
SYK_YERPE   (Q8ZHK5)    , SYK_YERPG   (A9R4M4)    , SYK_YERPN   (Q1CF16)    ,
SYK_YERPP   (A4TIC5)    , SYK_YERPS   (Q666T3)    , SYK_YERPY   (B1JPH6)    

-----------------------------------------------------------------------

Leucyl-tRNA synthetases (EC 6.1.1.4)
Class: I
3D known: Yes

SYL1_METS5  (A4YE96)    , SYL1_RHIJ3  (Q1MFI6)    , SYL1_SACS2  (P58176)    ,
SYL1_SULAC  (Q4JBP0)    , SYL1_SULTO  (Q974N4)    , SYL2_METS5  (A4YI28)    ,
SYL2_RHIJ3  (Q1MA25)    , SYL2_SACS2  (O33768)    , SYL2_SULAC  (Q4J8J7)    ,
SYL2_SULTO  (Q970Z6)    , SYLA_AQUAE  (O66680)    , SYLB_AQUAE  (O67646)    ,
SYLC_ARATH  (F4I116)    , SYLC_CAEEL  (Q09996)    , SYLC_DICDI  (Q54N83)    ,
SYLC_ENCCU  (Q8SRS8)    , SYLC_ENTBH  (B7XHP6)    , SYLC_HUMAN  (Q9P2J5)    ,
SYLC_MOUSE  (Q8BMJ2)    , SYLC_NEUCR  (P10857)    , SYLC_PONAB  (Q5R614)    ,
SYLC_SCHPO  (Q10490)    , SYLC_VAIC1  (C4V8L1)    , SYLC_YEAST  (P26637)    ,
SYLM_ARATH  (Q9XEA0)    , SYLM_DICDI  (Q54ET5)    , SYLM_HUMAN  (Q15031)    ,
SYLM_MOUSE  (Q8VDC0)    , SYLM_NEUCR  (P15181)    , SYLM_PONAB  (Q5RDP4)    ,
SYLM_SACPA  (P13503)    , SYLM_SCHPO  (Q09828)    , SYLM_YEAST  (P11325)    ,
SYL_ACAM1   (B0C1R1)    , SYL_ACET2   (A3DEU0)    , SYL_ACHLI   (A9NET8)    ,
SYL_ACIAD   (Q6F817)    , SYL_ACIB3   (B7H051)    , SYL_ACIB5   (B7I5I5)    ,
SYL_ACIBC   (B2HTC4)    , SYL_ACIBS   (B0VKP9)    , SYL_ACIBY   (B0V5H2)    ,
SYL_ACIC1   (A0LSY4)    , SYL_ACICJ   (A5G068)    , SYL_ACIET   (B9MH67)    ,
SYL_ACISJ   (A1WCP8)    , SYL_ACTP2   (A3N0N2)    , SYL_ACTP7   (B3H1L1)    ,
SYL_ACTPJ   (B0BPF7)    , SYL_ACTSZ   (A6VMB8)    , SYL_AERHH   (A0KN87)    ,
SYL_AERPE   (Q9YD97)    , SYL_AERS4   (A4SJW8)    , SYL_AFIC5   (B6JAI4)    ,
SYL_AGRFC   (Q8UBV2)    , SYL_ALBFT   (Q220P5)    , SYL_ALCBS   (Q0VN53)    ,
SYL_ALIB4   (A8ERV3)    , SYL_ALIF1   (Q5E6U8)    , SYL_ALIFM   (B5FBK7)    ,
SYL_ALISL   (B6EIN2)    , SYL_ALKEH   (Q0ABN3)    , SYL_ALKMQ   (A6TQK3)    ,
SYL_ALKOO   (A8MJY6)    , SYL_ALLAM   (B9JV46)    , SYL_AMOA5   (B3ETW5)    ,
SYL_ANAMM   (Q5PB38)    , SYL_ANOFW   (B7GK53)    , SYL_ARCFU   (O30250)    ,
SYL_AROAE   (Q5P252)    , SYL_ARTS2   (A0JX57)    , SYL_AZOC5   (A8IMK0)    ,
SYL_AZOPC   (B6YRS4)    , SYL_AZOSB   (A1KAH5)    , SYL_AZOVD   (C1DMV9)    ,
SYL_BACAA   (C3PBK0)    , SYL_BACAC   (C3LAX2)    , SYL_BACAH   (A0RJX2)    ,
SYL_BACAN   (Q81KK6)    , SYL_BACC0   (B7JT07)    , SYL_BACC1   (Q72YY8)    ,
SYL_BACC2   (B7IL05)    , SYL_BACC3   (C1EW09)    , SYL_BACC4   (B7H798)    ,
SYL_BACC7   (B7HSS7)    , SYL_BACCN   (A7GU19)    , SYL_BACCQ   (B9J1E1)    ,
SYL_BACCR   (Q816T0)    , SYL_BACCZ   (Q632V2)    , SYL_BACFN   (Q5L7B4)    ,
SYL_BACFR   (Q64MG4)    , SYL_BACHK   (Q6HCE2)    , SYL_BACLD   (Q65FX8)    ,
SYL_BACMK   (A9VLA2)    , SYL_BACP2   (A8FGG0)    , SYL_BACSU   (P36430)    ,
SYL_BACTN   (Q8A329)    , SYL_BACVZ   (A7Z7V7)    , SYL_BARBK   (A1UR39)    ,
SYL_BARHE   (Q6G1W2)    , SYL_BARQU   (Q6FYL6)    , SYL_BART1   (A9IYY8)    ,
SYL_BAUCH   (Q1LTM9)    , SYL_BDEBA   (Q6MQU3)    , SYL_BIFAA   (A1A1R2)    ,
SYL_BIFLD   (B3DRD0)    , SYL_BIFLO   (Q8G4D8)    , SYL_BLOFL   (Q7VRA6)    ,
SYL_BLOPB   (Q492Z3)    , SYL_BORA1   (Q2KXE5)    , SYL_BORAP   (Q0SNR0)    ,
SYL_BORBR   (Q7WH33)    , SYL_BORBU   (O51267)    , SYL_BORBZ   (B7J1H9)    ,
SYL_BORDL   (B5RL76)    , SYL_BORGP   (Q662B4)    , SYL_BORHD   (B2RZW1)    ,
SYL_BORPA   (Q7W9M4)    , SYL_BORPD   (A9HWW6)    , SYL_BORPE   (Q7VWY7)    ,
SYL_BORRA   (B5RR67)    , SYL_BORT9   (A1QZ46)    , SYL_BRADU   (Q89WQ1)    ,
SYL_BRAHW   (C0QWR3)    , SYL_BRASB   (A5E8H4)    , SYL_BRASO   (A4YJS8)    ,
SYL_BREBN   (C0ZB13)    , SYL_BRUA1   (B2S7N1)    , SYL_BRUA2   (Q2YLH9)    ,
SYL_BRUA4   (A6WXW1)    , SYL_BRUAB   (Q57B80)    , SYL_BRUC2   (A9M845)    ,
SYL_BRUMB   (C0RF58)    , SYL_BRUME   (Q8YJ44)    , SYL_BRUO2   (A5VSE9)    ,
SYL_BRUSI   (A9WWT1)    , SYL_BRUSU   (Q8FYQ7)    , SYL_BUCAI   (P57519)    ,
SYL_BUCAP   (Q8K9B9)    , SYL_BUCBP   (P59433)    , SYL_BUCCC   (Q057G3)    ,
SYL_BURA4   (B1YTA7)    , SYL_BURCH   (A0K4I0)    , SYL_BURCJ   (B4EEW1)    ,
SYL_BURCM   (Q0BIB5)    , SYL_BURL3   (Q39JM5)    , SYL_BURM1   (A9AHA9)    ,
SYL_BURM7   (A3MPH9)    , SYL_BURM9   (A2S5J4)    , SYL_BURMA   (Q62H20)    ,
SYL_BURMS   (A1V0G7)    , SYL_BURO0   (B1JVG9)    , SYL_BURO1   (Q1BZ70)    ,
SYL_BURP0   (A3NZB6)    , SYL_BURP1   (Q3JNN1)    , SYL_BURP6   (A3NDK5)    ,
SYL_BURPS   (Q63QT6)    , SYL_BURTA   (Q2SZ91)    , SYL_BURVG   (A4JBI1)    ,
SYL_CALS4   (Q8RCT6)    , SYL_CALS8   (A4XKG9)    , SYL_CAMC1   (A7ZE39)    ,
SYL_CAMC5   (A7GZ81)    , SYL_CAMFF   (A0RNX3)    , SYL_CAMHC   (A7I0M0)    ,
SYL_CAMJ8   (A8FME4)    , SYL_CAMJD   (A7H2R6)    , SYL_CAMJE   (Q9PNK3)    ,
SYL_CAMJJ   (A1W078)    , SYL_CAMJR   (Q5HU13)    , SYL_CAMLR   (B9KCS8)    ,
SYL_CARHZ   (Q3AF30)    , SYL_CAUSK   (B0T6E7)    , SYL_CAUVC   (Q9A217)    ,
SYL_CAUVN   (B8GW27)    , SYL_CELJU   (B3PIB4)    , SYL_CERS1   (A3PMN4)    ,
SYL_CERS4   (Q3IZL4)    , SYL_CERS5   (A4WXA5)    , SYL_CERSK   (B9KMH8)    ,
SYL_CHESB   (Q11DE4)    , SYL_CHLAB   (Q5L5Q6)    , SYL_CHLCH   (Q3APY5)    ,
SYL_CHLCV   (Q822R7)    , SYL_CHLFF   (Q254X5)    , SYL_CHLL2   (B3EH05)    ,
SYL_CHLL3   (Q3B2E1)    , SYL_CHLMU   (Q9PKI4)    , SYL_CHLP8   (B3QM08)    ,
SYL_CHLPB   (B3EMN5)    , SYL_CHLPD   (A1BDY0)    , SYL_CHLPM   (A4SG27)    ,
SYL_CHLPN   (Q9Z930)    , SYL_CHLT2   (B0B9V9)    , SYL_CHLT3   (B3QRU2)    ,
SYL_CHLTA   (Q3KMF3)    , SYL_CHLTB   (B0BBI9)    , SYL_CHLTE   (Q8KBY2)    ,
SYL_CHLTR   (O84211)    , SYL_CHRFK   (A0M5T1)    , SYL_CHRSD   (Q1QV15)    ,
SYL_CHRVO   (Q7P0R1)    , SYL_CITBB   (B5EE39)    , SYL_CITK8   (A8AJG0)    ,
SYL_CLAM3   (A5CR89)    , SYL_CLAMS   (B0RDA6)    , SYL_CLOAB   (Q97LB6)    ,
SYL_CLOB1   (A7FPP5)    , SYL_CLOB8   (A6M268)    , SYL_CLOBH   (A5HY79)    ,
SYL_CLOBL   (A7G9T9)    , SYL_CLOD6   (Q182K8)    , SYL_CLOK5   (A5N399)    ,
SYL_CLONN   (A0PYK3)    , SYL_CLOP1   (Q0TTD0)    , SYL_CLOPE   (Q8XML8)    ,
SYL_CLOPS   (Q0SV78)    , SYL_CLOTE   (Q898V2)    , SYL_COLP3   (Q484Q5)    ,
SYL_CORA7   (C3PKU4)    , SYL_CORDI   (Q6NEF5)    , SYL_COREF   (Q8FLM0)    ,
SYL_CORGB   (A4QI59)    , SYL_CORGL   (Q8NLC4)    , SYL_CORJK   (Q4JSF0)    ,
SYL_COXB1   (B6J863)    , SYL_COXB2   (B6J1B2)    , SYL_COXBN   (A9KCQ4)    ,
SYL_COXBR   (A9NC49)    , SYL_COXBU   (Q83DY1)    , SYL_CROS5   (B1WSK6)    ,
SYL_CROS8   (A7MQS0)    , SYL_CUPMC   (Q1LJ30)    , SYL_CUPPJ   (Q46XD8)    ,
SYL_CYAP4   (B8HM05)    , SYL_CYTH3   (Q11VK7)    , SYL_DECAR   (Q47IN0)    ,
SYL_DEHM1   (Q3ZA07)    , SYL_DEHMB   (A5FP73)    , SYL_DEHMC   (Q3ZWQ1)    ,
SYL_DEIGD   (Q1J0W5)    , SYL_DEIRA   (Q9RSF0)    , SYL_DELAS   (A9C1G8)    ,
SYL_DESAH   (C0QI75)    , SYL_DESAL   (B8F9F0)    , SYL_DESAP   (B1I5R7)    ,
SYL_DESHD   (B8FUR3)    , SYL_DESHY   (Q24SP5)    , SYL_DESPS   (Q6AJZ7)    ,
SYL_DESRM   (A4J7H2)    , SYL_DESVH   (Q72CT7)    , SYL_DESVM   (B8DJF0)    ,
SYL_DESVV   (A1VEL2)    , SYL_DICNV   (A5EWD6)    , SYL_DINSH   (A8LJY0)    ,
SYL_ECO24   (A7ZJ31)    , SYL_ECO27   (B7UKT2)    , SYL_ECO45   (B7MFR5)    ,
SYL_ECO55   (B7L9I6)    , SYL_ECO57   (Q8XBN8)    , SYL_ECO5E   (B5YQJ4)    ,
SYL_ECO7I   (B7NM01)    , SYL_ECO81   (B7MRS9)    , SYL_ECO8A   (B7M5G9)    ,
SYL_ECOBW   (C4ZWC9)    , SYL_ECOHS   (A7ZXR8)    , SYL_ECOK1   (A1A8R7)    ,
SYL_ECOL5   (Q0TK31)    , SYL_ECOL6   (Q8FJY9)    , SYL_ECOLC   (B1IYG6)    ,
SYL_ECOLI   (P07813)    , SYL_ECOLU   (B7N9P8)    , SYL_ECOSE   (B6I153)    ,
SYL_ECOSM   (B1LL91)    , SYL_ECOUT   (Q1RER9)    , SYL_EDWI9   (C5BGC7)    ,
SYL_EHRCJ   (Q3YSH6)    , SYL_EHRCR   (Q2GG41)    , SYL_EHRRG   (Q5FHG5)    ,
SYL_EHRRW   (Q5HBM8)    , SYL_ELUMP   (B2KB05)    , SYL_ENT38   (A4W827)    ,
SYL_ENTFA   (Q837N5)    , SYL_ERWT9   (B2VBM4)    , SYL_ESCF3   (B7LLH1)    ,
SYL_EXIS2   (B1YKH4)    , SYL_FERNB   (A7HN82)    , SYL_FINM2   (B0S101)    ,
SYL_FLAJ1   (A5FMG2)    , SYL_FLAPJ   (A6H244)    , SYL_FRAAA   (Q0RCJ1)    ,
SYL_FRACC   (Q2J641)    , SYL_FRAP2   (B0U0E8)    , SYL_FRAT1   (Q14HL6)    ,
SYL_FRATF   (A7NCQ3)    , SYL_FRATH   (Q2A307)    , SYL_FRATM   (B2SGM9)    ,
SYL_FRATN   (A0Q693)    , SYL_FRATO   (Q0BLI7)    , SYL_FRATT   (Q5NG64)    ,
SYL_FRATW   (A4IXU1)    , SYL_FUSNN   (Q8RIQ3)    , SYL_GEODF   (B9M9F3)    ,
SYL_GEOKA   (Q5KW09)    , SYL_GEOMG   (Q39T99)    , SYL_GEOSL   (Q74AZ0)    ,
SYL_GEOSM   (C6E100)    , SYL_GEOSW   (C5D6D7)    , SYL_GEOTN   (A4IRY3)    ,
SYL_GEOUR   (A5G677)    , SYL_GLOC7   (B7KCI7)    , SYL_GLOVI   (Q7NE01)    ,
SYL_GLUOX   (Q5FTV3)    , SYL_GRABC   (Q0BW99)    , SYL_HAEDU   (Q7VM66)    ,
SYL_HAEI8   (Q4QLY8)    , SYL_HAEIE   (A5UDF4)    , SYL_HAEIG   (A5UI62)    ,
SYL_HAEIN   (P43827)    , SYL_HAHCH   (Q2SBE7)    , SYL_HALH5   (Q9K7S8)    ,
SYL_HALHL   (A1WYZ7)    , SYL_HALOH   (B8CXR8)    , SYL_HALSA   (Q9HN72)    ,
SYL_HAMD5   (C4K7R7)    , SYL_HELAH   (Q17YZ0)    , SYL_HELHP   (Q7VIY7)    ,
SYL_HELMI   (B0TBJ3)    , SYL_HELPH   (Q1CR59)    , SYL_HELPJ   (Q9ZJ63)    ,
SYL_HELPY   (P56457)    , SYL_HERA2   (A9AZ11)    , SYL_HERAR   (A4G8E6)    ,
SYL_HISS1   (Q0I5C5)    , SYL_HISS2   (B0URM9)    , SYL_HYDCU   (Q31IE8)    ,
SYL_HYPNA   (Q0BWB5)    , SYL_IDILO   (Q5QYD1)    , SYL_IGNH4   (A8A8T2)    ,
SYL_JANMA   (A6T239)    , SYL_JANSC   (Q28VD4)    , SYL_KINRD   (A6WDL7)    ,
SYL_KLEP3   (B5XZR2)    , SYL_KLEP7   (A6T6A3)    , SYL_LACAC   (Q5FIP3)    ,
SYL_LACCB   (B3WCD5)    , SYL_LACDA   (Q1G971)    , SYL_LACDB   (Q049B7)    ,
SYL_LACGA   (Q045L5)    , SYL_LACH4   (A8YWU4)    , SYL_LACJO   (Q74KS1)    ,
SYL_LACLA   (Q9CHB6)    , SYL_LACLM   (A2RLY6)    , SYL_LACLS   (Q030E7)    ,
